O=C(Nc1ccccc1)OCCOc1ccccc1
CNCCC1CN(C)C(=S)c2cccnc2O1
COc1ccc(cc1)C(C)=NNC(=S)NN
Cc1ccc2OC(N)=C(C=O)C(=O)c2c1
OC1CNC(C(O)C1O)C(O)=O
COc1cccc(Nc2nc(CN)cs2)n1
COc1cccc2C3CC(N)C(C3)c12
CC1=NN2C(C1)c1ccccc1OCC2=O
CCCc1cccc2N=C(OCC)OC(=O)c12
CCCCCCCCNc1ncnc2ccccc12
OC12CC3CC(C1)C(=O)C(C3)C2
CONC(=O)CCCP(O)(O)=O
COc1cccc2n(CC3=NCCN3)ncc12
CCOC(=O)c1ccc(NCCc2cccs2)cc1
CN1C(=O)C(=O)c2cccc(Cl)c12
Oc1ccccc1N1CCCC1=N
CC1C2CC(CC1N)C2(C)C
COc1ccccc1CNC(=O)c1sccc1C
CC1CCCC(C)N1CC(O)COCc1ccccc1
O=S1(=O)N=CNc2ncccc12
COCC(=O)Nc1cccc(Br)c1
Cc1ccc(CC(=O)NCC2CCCCC2)cc1
CCCCN1C(=O)C2CSCC2C1=O
CCCCCCCC(Cl)=O
CCOc1ccc(cc1)N=C(N)NCc1ccco1
CN(C)C=C1C(=O)Oc2ccccc2C1=O
CCCCCCCCCCCCCCCCNCCO
CCNC(=S)NNC(=O)c1cc(C)on1
Cc1c(CO)cnc2nc(N)nc(N)c12
CCCC(P(O)(O)=O)P(O)(O)=O
N=C1SCCN1Cc1ccncc1
CC(=O)C1=Cc2cc(C)ccc2OC1=O
Cc1cccc(O)c1
OC(=O)CNC(=O)c1cccs1
COC1=CC(=O)N(C)c2c(O)cccc12
CC(C)c1ccc2CCCC(N)C(O)c2c1
OC(=O)C1CCC1
OC(=O)COc1cccc2nsnc12
CONC(=O)C(N)Cc1c(C)cc(O)cc1C
CCN1C(=S)SC(=Cc2ccccc2)C1=O
CCCOc1ccccc1O
Cc1csc2NC(=O)N(O)C(=O)c12
CCN(CC)C(=O)CSc1ccc(Cl)nn1
CCCC1Cc2ccccc2N1C(C)=O
CN(C)C(NO)=C(N=O)N(C)C
Brc1cc2C(CC(=O)c2s1)n1cccc1
COc1cc(O)cc(C=Cc2ccccc2)c1
Cc1c2C(=O)NCC(O)Cn2c2ccccc12
CC1(C)NC(=O)N2C=Cc3ccccc3C12
O=C1N=CNc2onc(c12)-c1ccccc1
CCOCC(=O)N1CC(O)C(C1)NC(C)=O
NC1=NC(CO1)c1cccc(Cl)c1Cl
CC(C)(C)Cc1cc(Cl)c(O)c(CN)c1
CCCCc1nc(C)oc1C(C)C
O=C1COc2ccccc2N1
OC(C(O)C(O)=O)C(O)=O
CNCc1cccc(NC(C)=N)c1
CCCn1cnc2c1-c1ccccc1OC2=O
O=C(NN=CC=Cc1ccco1)c1cccs1
OC(=O)CC=CCC(O)=O
C=COC(=O)CCCNC(=O)OCc1ccccc1
Cc1cccc(CC(=O)Nc2cccnc2)c1
CCCn1c(SCC(N)=O)nnc1C(C)C
O=C(CNC1CCCCC1)N1CCCCC1
Cn1c(cc2sccc12)C(=O)NCC=C
S=C(Nc1ccccc1)Nc1cccc(c1)C#N
CN(C)CC#CCCCCCCC#CCN(C)C
CC(=N)Nc1ccc(NN)cc1
CC1=CC(=O)Oc2cc(O)cc(O)c12
CNC1CCN(C1)c1ccnc(NCC(C)C)c1
CCN(C(=O)C=CC)c1ccccc1C
SCC(=O)OCCOC(=O)CS
COc1ccc(cc1)C(C)=O
CCNCCC(O)CNCCCCNCC(O)CCNCC
NC(=S)NN=CCCc1ccccc1
CN(OC(O)=CC(C)=O)C(C)=O
OC(=O)c1cc(C=O)ccc1O
CC1OCC(C[N+](C)(C)C)OC1C
OC(=O)Cc1ccc(Cn2cccn2)cc1
CSc1nc[nH]c2nncc12
CNc1ccccc1-c1nc(cs1)C(O)=O
COc1ccccc1N1C(SCC1=O)c1cccs1
Cc1cn[nH]c1
Cc1nc(cs1)C#Cc1cccnc1C#C
CCCCC(CCn1cncn1)c1ccccc1
OC(=O)CC1CCN1
CCCCCCCN=C=S
CC(C)OC(=O)CCCCC(=O)OC(C)C
CC(C)Nc1nc(N)nc(Cl)n1
OC1C=C(C=C)C2(OCCCO2)C2OC12
CCCC(O)C(CC)CO
NC(CCC(F)C(N)C(O)=O)C(O)=O
Fc1ccc(NN=Cc2cccnc2)c(F)c1
C[N+](C)(C)CC1CCCC1
CCOC(CCP(=O)(OCC)OCC)OCC
C1Cc2[nH]nc(-c3nn[nH]n3)c2C1
CC1=C(CC(N)C(O)=O)C(=O)NO1
C1C=NCc2[nH]c3ccccc3c12
COc1ccc(C=NNC(N)=S)cc1
OCC(O)C(O)C(O)C(O)C=O
CN(C)CCCC(c1ccccc1)c1ccccn1
NCc1ccc(s1)-c1ccccc1
CCn1cnc2c(N)nc3ccccc3c12
COc1c(C)ncc(CO)c1CO
CCC(CC)NCC(C)Oc1cccnc1
NCC12NC(Cc3ccccc13)c1ccccc21
NCCc1cc(O)c(O)cc1F
Cc1cc(on1)C1(O)CCCC2CCC1N2
CC(NNC(N)=S)c1ccc(C)cc1
CN1CCCC1c1ccc(C)cc1
CC(C)c1ccccc1OCC1=NCCN1
NC(=N)Nc1cc(Cl)cc(Cl)c1
CN(C)N=Nc1c(F)cccc1F
Clc1cc(nc2ccccc12)-c1ccccc1
Cc1c[nH]c2ccccc12
CC1CC(C[N+](C)(C)C)CC1=O
CCOP(O)=O
CCOc1cc(C=NO)cc(C=NO)c1O
NC(=N)CNCCC(O)=O
CS(=O)(=O)C=C(O)c1ccccc1
O=C1N=C2CCCCCCN2C2=C1CCCC2
CCOP(=O)(Cc1ccccc1)OCC
CCCCCCCCCC=CC(=O)NCC(O)=O
ON1C(=O)COc2cc(F)ccc12
CCCCC(NCC=C)C(=O)OC
CCC1(CCNC1=O)C(C)C
Nc1nc2c(cccc2s1)N(=O)=O
CCOC(=O)C1=C(C)N2CCN=C2S1
OC1=Nc2cc(Cl)cc(Cl)c2NC1=O
COc1cccc(OC)c1OCCCN1CCOCC1
CCCCCOC(=O)NC1CCS(=O)(=O)C1
CCCOC(N)=O
COc1cccc(C(CC=C)NCCCO)c1OC
CC1CC=C(C(=S)N1)c1ccccc1
CCCN=Cc1ccc(O)cc1
COc1ccc(SC)c2CCC(N)Cc12
CC(c1ccccc1)c1cc(C)ccc1O
Cc1cc(c(C)n1CC=C)-c1csc(N)n1
CC(=O)NC(Cc1ccc(O)cc1)C(O)=O
COc1ccc2nc(SC)c3c(C)ncn3c2n1
CCC(CC)NC(=O)Nc1ccc(F)cc1F
C[n+]1cccc2C3CC(O)CCC3CCc12
NCC(=O)Nc1ccc2Cc3ccccc3-c2c1
ClCCOC(=O)C=Cc1ccc(OCC=C)cc1
CCCCNCCOc1ccc(Oc2ccccc2)cc1
N(c1ccccc1)c1ncnc2sccc12
NCc1cncc(OCC2CCN2)c1
BrC1=CC2(CO2)C(=O)C=C1
O=C(NCc1cccs1)OC1CC2CCC1C2
CCCCCCCN1C=Nc2ccc(C)cc2C1=O
CC(C)CC1OCCC=CC1C
COC(=O)c1ccc(cc1O)-n1cccc1
Clc1ccc(cc1)C1CC(=O)CC(=O)C1
C(C=CCc1ccccc1)c1ccccc1
C1CCC(NC1)C=Cc1ccccc1
CN(C)C(=O)CNC1=NN=C(S)NC1=O
CCCCCC(=O)Nc1ccc(Cl)c(Cl)c1
CC(C)(C)C1CCC(O)CC1
CC(OC(C)=O)c1ccccc1
OC(=O)Cc1ccc(O)c(c1)N(=O)=O
Clc1nc2cc(ccc2[nH]1)N(=O)=O
CC(C)Cc1nc2ccccc2n1CC(Br)=C
O=C(Nc1ccncc1)Nc1ccccc1C#N
O=C1NNN=C1Cc1ccc2ccccc2c1
COc1ccc(CN2CCCCCC2)cc1OC
Nc1c2C(O)C(O)CCc2nc2ccccc12
CC(N1C=CC(N)=NC1=O)C(C)=O
CC1(CC(=NN1)P(O)=O)C(O)=O
ONC(=NC1CCCCC1)C1CCCCC1
Nc1ncnc2n(cnc12)C1OC(CO)CC1O
CC(C)(C)Cc1ccc(cn1)C(O)=O
OC(=O)C1CC(C1)C(O)=O
COC(=O)CCN1CCCCC1
O=C1NCNC(NCc2ccccc2)=N1
CN(C)CCc1c[nH]c2cc(C)ccc12
CSN1C(COC1=O)c1ccccc1
Fc1cccc(C2CCNCC2)c1Oc1ccccc1
C=CCS(=O)(=O)c1ccc2CCNCc2c1
OCCOCn1c(Br)nc(Br)c1Br
CC1=NN=C(SCCC#N)N(CCC#N)C1=O
CN(C)N=Nc1ccc(C)cc1
Cc1ccc(cc1Cl)-c1nnc(N)nc1N
FC(F)(F)CNC(=O)c1ccncc1
OC(=O)c1cccc(Br)c1O
CN(N=O)c1ccc(cc1)N=Nc1ccccc1
CCOc1nccnc1C
Cc1cc(OCC(=O)N2CCCC2)ccc1Cl
CN1CCN(CC1)C(C)=O
NCCc1ccc(OCCc2ccccc2)cc1
Clc1nc(NCc2ccccn2)sc1C#N
CCC(CO)OCN1C=CC(N)=NC1=O
NC(=S)NN=C1CCCC=C1
COC(=O)c1cnc(Cl)cn1
COc1cccc(c1)C(=O)NCCN1CCOCC1
NC(=O)c1cc2ccncc2s1
CSSc1ccc(F)c(F)c1
Ic1cccc(OC2CC3CCC(C2)N3)c1
COc1cc(C=Nc2ccccc2)ccc1O
OC(=O)CC(Nc1ccccc1)C(O)=O
COc1cccc(C=N[N+](C)(C)C)c1O
Cc1cc(N=Cc2cc(Cl)ccc2O)no1
Cc1ccc(cc1)C(=O)N1CCSCC1
NC(=S)NN=Cc1ccc[nH]1
Clc1ccc(SCC(=O)NC2CCCC2)cc1
Cc1ccc(NC(=O)Nc2cccnc2)cc1
Brc1ccsc1C=C1NC(=O)NC1=O
NC(=O)c1ncn(COCCO)n1
Nc1ccccc1C=CP(O)(O)=O
COc1cccnc1NC(=O)c1ccccc1C
OC(=O)c1ccccc1OS(O)(=O)=O
CC1N=C(OC1=O)c1ccccc1
CN1COc2ccc3C=CC(=O)Oc3c2C1
Fc1cc(F)c(F)c(C=CNC=O)c1
O=NN1CCCOC1
OC(=O)Cc1ccccn1
CNNC(=O)C1OC(CO)C(O)C(O)C1O
CCN=C1SN(CC)C(=N1)c1ccccc1
NCc1ccccn1
Brc1ccc(CNC(=O)C=C)cc1
CCCCCCCCCCCCCCCC(=O)NOC
COc1ccc(cc1C(N)=O)-c1ccncc1
CCNCC(O)c1ccc(O)c(O)c1
OC(=O)C1CCC(=O)N1Cc1ccccc1Cl
O=C(Nc1ccccc1)c1cccc2cccnc12
CC(C)CNC(=O)CON=Cc1ccccc1Cl
Nc1cnc(Nc2cccc3ccccc23)o1
C(=Nc1nc[nH]n1)c1ccco1
NC1COC1=O
CC(OCC(F)(F)F)C(=O)N1CCOCC1
Cn1cnc2c(OCc3ccccc3Cl)nccc12
CCCC(O)C1=C(Br)C(OC1=O)=CBr
CCCCCc1cnc2nc(N)nc(N)c2c1C
CC(=O)N1CCN(Cc2ccc(Br)s2)CC1
CCCN(CCC)C1CCc2cccc(CO)c2C1
Cc1cnc(O)c(c1)N(=O)=O
CC(=O)SCC(=O)CCCCCNCCCN
NCCCNCCN1CCNCc2cccc(CNCC1)n2
Cc1ccc2nc3c(O)n4CCSc4nc3c2c1
OC1CC2C=Nc3ccccc3C(=S)N2C1
Cc1nc2c3ccccc3nc(SCC#N)n2n1
S=C1CCCC(=S)N1
CCN(CC)C(=O)c1cccc(C)c1
Nc1cccc2c(N)nccc12
OC(=O)CCCS
Cc1cc(C)c(CC(=O)CCl)c(C)c1
COCCNC(=O)N1CC(Cc2ccccc2F)C1
Fc1ccc(cc1)C(=O)NN1CCOCC1
CC1=CC(=O)N(O1)C(=O)CCl
CN(C)c1cccc(c1)C(N)=N
Nc1cccc(Nc2ncnc3ccccc23)c1
O=C(Cc1ccccc1N(=O)=O)NC1CC1
COC(=O)C(CO)NC(=O)OC(C)(C)C
CNC12CCCCC1Cc1ccccc21
Clc1ccc(Sc2ncnc3ccccc23)cc1
CC(C)NC1=NC(=O)c2sccc2N1
C=Cc1noc(n1)C1=CCCNC1
Cc1ccccc1Cl
CC1(C)Oc2ccc(CCN)cc2C=C1
CN1C(=O)Oc2ccc(cc12)N(=O)=O
COc1ccccc1NC(=S)Nc1ccccc1F
CC(=N)NCCCCCCCCCCCCNC(C)=N
COC(=O)c1cc(Cl)c(N)cc1OC
COc1ccc(NS(N)(=O)=O)cc1
FC1=CN(CC=C)C(=O)N(CC=C)C1=O
CCOCCSc1nnc2nc(C)cc(C)n12
OCCCCCCCCCCCCCCCCCCCCCCO
CC(C)(C)c1ccc(NC(=N)NO)cc1
CNCC1CC1c1cccc2cc(ccc12)C#N
CCCCC=CCCCCCCCCCC=O
Cc1cccc(C)c1-n1nnc2cccnc12
Cc1nn(CCN)c(C)c1Cl
CC(O)C(C)=O
CC(C)(C)C1=CSC2=NC3CCCCC3N12
CNc1nc2ccccc2n2c(C)ncc12
CONC(C)=O
CCOP(=O)(CCN(O)C=O)OCC
CC(C)CC(NC(=O)COC1CCCCC1)C#N
CN(C)c1ccc(NC(=S)NN)cc1
CC1(C)CC(O)CC(C)(C)N1Cl
CC1CCCCN1c1ncnc2sc(C)cc12
OCCNc1ccc(Cl)cc1
CC1OC(OCC1N)c1ccc(Cl)cc1
Brc1ccccc1OCCSC#N
CNC(C)Cc1cc(OC)c(SC)cc1OC
CCOC(=O)C=CC1Cc2ccccc2CO1
ClC1=NNC(=O)C=C1
CC(C)Oc1ncc(C(N)=O)c(N)n1
CC(=O)Nc1oc(C)nc1C#N
Cc1ccc(N)c(S)c1
CSc1ccccc1NC(=O)c1ccc(C)o1
CC1CNCC2Cc3ccc(C)cc3N12
CC1=CC(=O)N=C(N1)c1cccs1
COc1nc(Cl)nc(C)c1CCO
CC(=O)NC1CCCCC1
CC(O)CNC(=O)Nc1cc(C)nn1C
CCC(C)(C)CCn1cnc2c1NC=NC2=O
NNC(=S)C1(CCCCS1=O)c1cccnc1
Oc1ccc2cc(ccc2c1O)-c1ccccc1F
CN(C)C=C1Cc2ccccc2C1=O
CC(=O)CCOCCCc1c[nH]cn1
CC(C)NCC1=Cc2cc(C)ccc2NC1=O
C1CC2NC1CCC=C2c1cnccn1
CCCCCCc1nnc(N)s1
OC(=O)CN1CCC(CS)C1=O
NC(CC(=O)c1ccccc1NCCF)C(O)=O
CNC(Cc1ccc(Cl)cc1N)c1sccc1C
Cn1cnc(c1Sc1ccncn1)N(=O)=O
CCC(CO)N=C1CC2CCC1(C)C2(C)C
CN(C)P1(=O)N(C)CCN1C
Cc1cccc(CNCc2ccccc2)c1
CC(C)NC1=C(C#N)C(=O)NS1
CCC1NC(N)=Nc2cccc(Cl)c12
CCCCC1(NC(=O)NC1=O)C1CCCC1
COC(=O)C(C)NC(C)=O
Fc1ccc(Nc2nnns2)cc1
NC1=NC(=O)c2ncn(CC=CCO)c2N1
COC(=O)C(C)NC(=O)C(N)CC(C)C
Cc1ccc(cc1C)C(=O)NN1CCC=CC1
NN=C1NC(=O)NC(O)=C1Cl
CCN1C(O)=CC(C)=CC1=O
CNCCCc1c[nH]c2ccc(F)cc12
Nc1ccc(OS(O)(=O)=O)cc1Cl
COCC1=CC(=O)c2ccccc2C1=O
ON=C1CCCc2cc3OCCOc3cc12
COc1cc(C)ccc1OCCCOc1ccccc1Br
NC1=NC(=O)C2=C(CCC(CO)C2)N1
Cc1ccc(CSCC(N)C(O)=O)cc1
OCCCN1CCN(CC1)C1=CC=CC=CC1=O
COc1ccc(CNCCCN(C)C)cc1
CC(CS)C(=O)N(CC(O)=O)C1CC1
O=C1CCC(Cc2ccccc2)C(=O)N1
CCOC(=O)Nc1sc2CCCCc2c1C#N
Cc1ccc2CCC3(CN=CN3)Cc2c1
ONC(=N)c1ncccc1O
CCCc1ccc2NC(=O)Sc2c1
CC(Oc1ccc(O)cc1)C(O)=O
Clc1cnc(N2CCNCC2)c(Cl)c1
CN(C)c1nc(-c2cccs2)c2sccc2n1
Clc1ccc(cc1Cl)C12CC1CNC2
Cc1ccc(cc1)C1NS(=O)(=O)N=C1N
CCOC(=O)C=C(C)OC(=O)N(C)C
CNc1ccnc2cc(ccc12)C(N)=O
CCOC(=O)CC(=O)c1cnc(Cl)cn1
OC(=O)C(F)(F)C(F)(F)C(F)(F)F
Clc1ccc2nncn2n1
Nc1ccc2nc(Nc3cccc(O)c3)sc2c1
CC1(C)NOC(=O)c2ccccc2N1
OC(=O)c1ccc2[nH]cnc2c1
COc1ccc2OC(C)(C)CC(=O)c2c1
CC(Oc1ccccc1)C(=O)Nc1ccccc1F
Nc1ccccc1C(=O)NN=Cc1cccnc1
Brc1cccc(OCCSc2ncccn2)c1
CCOC(=O)C(=CN1CCOCC1)C#N
OCCc1ccccc1Nc1nc(Cl)nc(Cl)n1
CC1Oc2c(S1)c(C)c(O)c(C)c2C
CCOP(=O)(OCC)C(=Cc1ccco1)C#N
CCC(C)N(Cc1cccnc1)C(=O)CCSC
COc1ccccc1-n1nnc2cccnc12
C1CCn2nc(cc2C1)-c1ccccn1
CCCCCOc1nc(N)nc(N)c1N=O
Clc1ccc(cn1)N1CCC2(CCN2)C1
O=C(C[n+]1ccsc1)c1ccccc1
Cn1cc2c(cccc2n1)N(=O)=O
COC(=O)c1cccnc1Nc1cccc(C)n1
C[n+]1ccc(cc1)-c1ccncc1
CC(C)(C)C(=O)c1sc(NCC=C)nc1N
NNC(=O)c1ccccc1
C1CC2CN3CCNCc4cccc(C2C1)c34
O=C1c2ccccc2-c2nccc3ccnc1c23
c1ccc(nc1)-c1cncnc1
OC1CNC(CF)C(O)C1O
CC(=O)CCN1C(=S)Sc2ccccc12
CCCCCC1CCNCC1
Fc1cccc(Br)c1NC1=NCCN1
CN(C)CCc1ccc(Cl)cc1
OCC(CBr)(CBr)CBr
Cc1c(oc2c(C)cccc12)C(O)=O
Cn1cccc1C(=O)NCc1cccc(F)c1
CN(CC(=O)N1CCCC1C#N)C1CCCCC1
COc1cc2ccccc2c2CCC(=O)Oc12
CCCCCCC(=O)NN1CCC=CC1
FC(CNCCc1ccccc1)=C1CCCC1
CCC1CN=C(N)C1C
COC1=CC(=O)OC(C)(C1)c1ccccc1
Clc1ccccc1C1CC(=O)c2ccccc2O1
CC1CCCC2(O1)OC(CCO)CC(O)C2O
CC(=O)OCCON=C(C)c1ccc(Cl)cc1
COC1=NN(Cc2ccccc2)C(=O)O1
COCCN(CC1CCOC1)Cc1ccc(C)cc1
OC(=O)CNCCSc1ccc(F)cc1
NC(=O)COc1ccccc1C(O)=O
CC1(C)OCC(C)(CO)CO1
CC(=O)SCCCCCCC(=O)Nc1ccccc1
C(c1ccccc1)c1cc2CCNCCc2cn1
COC(CN1C=C(C)C(=O)NC1=O)OC
CC(CS)C(=O)N1CC(F)CC1C(O)=O
COc1ccc2cncnc2c1
Cc1ccc(NC(=O)C=CC(N)=O)cc1
OCCCc1cnco1
Cc1ccc(Nc2c(C)cc(C)cc2C)cc1
CC(NC(=O)c1ccccc1Br)C(O)=O
C1Cn2c(cc3ccccc23)-c2ccccc12
Cc1ccccc1CSCC(=O)NN=Cc1cccs1
C(Nc1ccc2nccnc2c1)c1ccccc1
Oc1ccc(cc1C=O)-c1ccncc1
Fc1ccc(CNC(=S)Nc2ccccc2F)cc1
CC(C)CCn1ccc2ccc(C)cc12
Oc1ccccc1C=C1SC(=O)NC1=S
CC(N)c1ccc(OCc2cccc(C)c2)cc1
CNC1CCc2[nH]c3cc(C)ccc3c2C1
Cc1cccc(c1)C#N
Nc1nc2nccc(-c3ccccn3)n2n1
CN(CC#C)CC(=C)c1ccoc1
NC(=O)C(=Cc1cccc2ccccc12)C#N
CC(C)NC(C)C
COC(O)=C1C(=O)CCCCC=C1C(O)=O
CCC(C)(C)C(=O)NCCCOC1CCOC1
CN1CCN(CC1)c1cc(N)nc(N)n1
CCNCCCNCCCNC1CCCCCCC1
Cc1ccc(NC(=O)c2cnccn2)nc1
CC(C)NC(=S)NN=C1CCCCCCCCCCC1
CCC(=O)c1ccc(O)c(C)c1C
NC(C1CCCC1)C(=O)N1CCCC1
CCCC(=C(C#N)C(N)=O)c1ccccc1
NC1CCN(CC1)c1ncnc2[nH]ncc12
Cc1ccc(cc1C)C(=O)n1cnnc1N
NC1=NCNC2=NCN=C12
O=C1CC(c2ccccc2)n2cccc12
CCC(=O)NC1CCC(=O)c2ccccc12
NCCCC1(CCCN)CCc2cccc(O)c2C1
O=C1NNC(CSc2nc3ccccc3s2)=C1
CCCNC1CCc2nc(N)sc2C1
NC(=O)C(=O)NN=C1CCc2ccccc12
CCOc1ccc2ccc3cccnc3c2n1
N#Cc1cccc(OCC2CCCN2)c1
CNNC
COc1c(CC=Cc2ccccc2)ccc(O)c1O
COc1cc2CCc3ccccc3-c2cc1C
COc1cc2cnc3ccc(O)cc3c2cc1OC
Oc1c(Cl)cccc1C(=O)c1cccnc1
CC(CN)C(=O)Nc1ccccc1C
Cc1cc(ccn1)-c1n[nH]c(N)n1
Cc1ccccc1CNCc1cccnc1
CN1C=CSC1=N
O=CC1CCC1
Cc1nn(C)c2nc3ccccc3c(Cl)c12
Nc1nccc(C=Cc2cccc(c2)C#N)n1
CC(=O)OCCC1=CCC2CC1C2(C)C
CCCn1ccnc1C=NO
OC(=O)C(NNc1ccc(F)cc1)C(O)=O
Oc1cccc(OCc2ccc3ccccc3n2)c1
CC(C)C(C)O
CN1CCCCC1C1=CN(CCC1)C(C)=O
CCCCCCCCC(=O)NCCOc1ccccc1
CCc1ccccc1-c1cc2cncnc2nc1N
ON=C(CSc1ccccc1)c1cccc(F)c1
COCCNc1oc(C=Cc2ccccc2)nc1C#N
Cc1ccccc1-c1nc2ccccc2s1
CC(C)CC(NC(C)=O)C(O)=O
ClCC(=O)NCc1ccccc1
OCC1=CCC2C(=C)COC12CO
C(ON1CCN=C1NC1CC1)c1ccccc1
COCCN=C(NO)c1cccnc1OCC(C)C
Cn1cc[n+](CC=C)c1
NCCCS(=O)(=O)CCCN
OCc1c(Cl)ncn1-c1ccc(F)cc1
CC(=N)NCC(F)(F)CCC(N)C(O)=O
CSC(C)(C)C=NO
CCCCN1CCN(CC1)c1cccc(Cl)c1Cl
Cc1cnc2n(nnc2c1)-c1ccccc1F
OCCCC(O)CCN1C=CC(=O)NC1=O
CN(C)Cc1ccccc1Oc1ccc(F)cc1Cl
COc1cncc(CNC2CC2c2ccccc2)c1
COc1ccc(CN2C=CNC2=S)cc1Br
CCCOC(=O)C1C2CCC(O2)C1C(O)=O
OCCNCCNC1=CC(=O)c2ccccc2C1=O
COCCCNC(=O)c1cc(OC)c2ccoc2c1
OCCCCCCN=C=S
CCN(C)CC#CCCC1SCCCS1
O=C(Nc1ccccc1)C(=O)Nc1ccccn1
CCCn1c(COc2ccccc2)nc2ccccc12
CCCCOC(N)=O
CC(C)COP(=O)(OCC(C)C)OCC(C)C
CCN1CCN(CC1)c1ccc(I)cc1
Cc1ccc(Oc2ccccc2)cn1
CCS(=O)(=O)CCSc1ccc(Cl)cc1
CCN(CCc1nccs1)C(=O)c1sccc1C
CN(N=O)c1nc2c(ncn2s1)C(N)=O
N#CCCCC(CCC#N)C#N
Cc1nc(sc1C(O)=O)-c1ccccn1
NC(=O)Nc1ccccc1-c1ccccc1
CCCn1c(CN2CCCC2)nc2ccccc12
CC1CCC(=O)N1CC#CCn1ccnc1
COc1cc2CCC(CC(O)=O)c2cc1OC
